Employment,PreviousSalary,YearsCode,ComputerSkills,Employed,Lang_AWS,Lang_Bash/Shell,Lang_C#,Lang_Docker,Lang_Git,Lang_HTML/CSS,Lang_Java,Lang_JavaScript,Lang_Microsoft SQL Server,Lang_MySQL,Lang_Node.js,Lang_Other,Lang_PostgreSQL,Lang_Python,Lang_React.js,Lang_SQL,Lang_TypeScript,Age (>35),edlevel_encoded
1,28578.0,9,8,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2
1,68068.0,34,10,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0
1,100000.0,5,11,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
1,10596.0,6,12,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,2
1,130000.0,25,32,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1,37992.0,19,17,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,2
1,45252.0,9,12,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
1,71208.0,5,16,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,3
1,39600.0,9,25,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,2
0,25128.0,5,19,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,2
0,81074.0,37,18,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,3
1,39996.0,20,11,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,2
1,34908.0,4,11,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2
1,20784.0,12,11,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,2
1,25131.0,8,6,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,3
1,97848.0,18,23,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,3
1,56250.0,7,27,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
1,12144.0,7,13,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0
1,34620.0,5,17,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
1,90000.0,14,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,3
0,24744.0,12,14,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,25944.0,7,13,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3
1,16754.0,14,13,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2
1,54289.0,6,18,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,2
1,6696.0,7,10,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2
1,37834.0,30,13,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,3
1,12000.0,8,18,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,2
0,129250.0,24,14,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0
1,25944.0,6,9,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,2
1,18000.0,10,17,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1
1,43715.0,9,24,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,3
1,19452.0,35,9,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,2
1,46000.0,2,13,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3
1,115784.0,35,18,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,3
1,100000.0,30,20,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0
1,90000.0,12,6,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2
0,25944.0,30,29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
0,60505.0,20,15,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,2
1,45241.0,6,13,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,2
0,64850.0,27,30,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,2
1,108000.0,23,13,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,2
1,18876.0,8,30,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,4128.0,7,9,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1,54455.0,8,19,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,2
1,32429.0,23,8,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,2
1,39328.0,2,5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3
1,12600.0,4,13,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,2
1,32316.0,12,15,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,2
1,12000.0,5,10,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0
0,10000.0,10,17,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,2
1,46704.0,25,7,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,2
0,48644.0,12,19,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,2
1,14256.0,3,13,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,3
0,25088.0,40,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1,84024.0,24,21,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,3
1,40000.0,10,12,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2
1,120000.0,6,11,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
0,38916.0,15,17,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
1,120000.0,40,17,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0
0,34900.0,10,11,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,4
0,7116.0,5,9,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2
1,36819.0,17,18,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1
0,10680.0,5,20,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,2
1,29196.0,15,19,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,3
1,120000.0,12,14,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0
1,10140.0,8,6,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2
1,22339.0,9,14,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,2
1,86000.0,31,9,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,2
0,16752.0,3,13,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,2
1,55000.0,3,17,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0
0,6876.0,4,11,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,2
1,45564.0,8,26,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,3
1,41232.0,20,14,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,3
0,36444.0,13,19,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0
1,110000.0,12,15,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,2
1,38915.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
1,51960.0,10,14,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,3
1,41568.0,9,23,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2
1,77856.0,20,27,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,2
1,7536.0,11,16,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,3
1,105072.0,12,9,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,2
1,42656.0,3,7,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1,25000.0,11,14,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
1,67500.0,5,10,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,66716.0,16,17,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
1,86976.0,12,10,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2
1,56460.0,11,21,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,2
1,18060.0,4,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,13740.0,13,12,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2
1,83194.0,10,15,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,3
1,9773.0,17,19,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,3
1,8006.0,11,20,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,3
0,5585.0,18,14,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,2
1,40704.0,5,21,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3
0,7248.0,3,12,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0
1,95000.0,14,15,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,2
1,190000.0,21,13,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,2
1,150000.0,8,14,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2
1,12408.0,9,19,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
1,86478.0,30,12,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,3
1,64859.0,10,11,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,2
1,27492.0,6,19,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
1,32316.0,17,26,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1,17316.0,5,14,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,2
1,16488.0,10,18,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,3
1,130000.0,30,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3
0,15000.0,1,14,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,2
1,18000.0,15,33,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,2
1,168000.0,25,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3
1,35546.0,21,21,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0
1,165000.0,23,18,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
1,26604.0,16,30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0
1,11724.0,6,11,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,2
1,50592.0,22,18,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4
0,2956.0,15,20,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0
1,7416.0,8,19,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0
1,67092.0,10,17,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1
0,120000.0,40,10,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,3
1,51888.0,19,10,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,2
1,121979.0,21,11,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0
1,6492.0,11,17,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,2
1,20616.0,14,21,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,2
1,110000.0,5,15,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,2
0,19464.0,37,11,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0
1,11940.0,5,22,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2
1,12924.0,15,13,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0
0,32429.0,20,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1,25944.0,30,18,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,2
1,55000.0,7,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,2
1,100000.0,24,13,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,2
0,60000.0,10,19,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,2
0,27240.0,28,11,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0
0,31176.0,12,11,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1,16464.0,12,19,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,2
1,16596.0,9,17,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1,29196.0,36,24,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,4
1,57427.0,16,29,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,3
1,37834.0,12,20,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,2
1,75631.0,20,22,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3852.0,8,13,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,2
1,162147.0,20,12,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,3
1,52104.0,10,22,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,3
1,200000.0,10,26,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,2
1,22956.0,4,24,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,3
1,11728.0,8,8,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2
1,42804.0,10,13,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
1,9312.0,7,17,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,2
1,73644.0,12,16,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2
1,51888.0,10,13,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
1,175000.0,11,13,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2
1,27204.0,16,23,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
1,34904.0,9,10,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,2
1,54600.0,15,15,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,3
1,60504.0,18,17,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3
1,55130.0,8,15,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,3
1,71208.0,23,15,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0
0,21996.0,29,6,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,2
0,29832.0,23,13,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3
1,7200.0,10,20,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,3
1,41199.0,8,10,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,2
1,36000.0,8,20,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
1,24300.0,8,20,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1
1,110000.0,12,12,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,3
1,15888.0,10,24,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
1,46704.0,10,21,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
1,46533.0,8,25,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1
1,86976.0,20,12,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0
1,16860.0,15,10,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
0,54972.0,11,15,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,2
1,150000.0,32,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,115000.0,12,22,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2
1,67500.0,20,31,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1,77831.0,20,20,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2
1,27025.0,9,20,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0
1,60000.0,30,14,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0
0,22689.0,15,13,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,3
1,63228.0,21,18,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,3
1,19236.0,25,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,88695.0,10,13,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2
1,60840.0,16,12,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,2
1,105884.0,25,17,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,2
1,15120.0,8,12,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,2
1,20748.0,8,13,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2
1,35412.0,9,9,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,2
1,64630.0,19,27,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,2
0,108000.0,14,18,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
1,60000.0,12,28,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,2
1,115000.0,20,11,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,3
1,13740.0,15,13,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,2
1,160000.0,41,15,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,3
1,50000.0,24,22,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2
1,25365.0,11,21,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
1,25131.0,11,11,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2
1,125000.0,18,19,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,3
1,168000.0,26,18,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
1,39093.0,11,20,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,2
1,5496.0,6,19,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
1,99600.0,30,22,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,2
1,6588.0,6,21,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2
1,35028.0,30,24,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
1,35856.0,25,14,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,3
1,95000.0,7,14,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
1,79284.0,30,12,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,2
1,30000.0,20,11,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,2
0,19452.0,10,24,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,3
1,40629.0,13,16,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,2
1,5496.0,10,17,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,2
1,34591.0,10,8,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2
1,15888.0,6,22,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0
1,150000.0,15,15,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1
1,102693.0,16,9,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3
1,30000.0,25,16,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,2
1,120000.0,7,18,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0
1,42372.0,17,21,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0
0,75669.0,30,11,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
1,15600.0,5,11,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
1,77832.0,8,25,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2
1,23364.0,15,10,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,4
1,63000.0,6,16,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,2
1,27488.0,25,14,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,3
1,102918.0,13,17,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,3
1,49308.0,14,12,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,3
0,15564.0,14,16,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,36324.0,20,9,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,3
1,65340.0,18,24,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,2
1,7788.0,3,13,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,2
1,12599.0,6,15,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,2
1,143000.0,10,15,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,2
1,33684.0,16,16,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0
1,15912.0,9,10,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2
1,17004.0,4,9,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3
1,150000.0,20,19,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
1,96207.0,41,28,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1,11232.0,4,19,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
1,6528.0,11,14,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,3
1,40212.0,10,11,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,3
1,51000.0,20,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3
1,1536.0,13,22,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,2
1,19740.0,20,31,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3
1,49296.0,20,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,99000.0,15,11,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1,4716.0,8,19,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
1,11028.0,7,8,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2
1,60000.0,9,14,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,3
1,48000.0,7,10,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2
0,55229.0,17,18,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,3
1,120000.0,11,27,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0
1,146178.0,29,18,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,4
1,48644.0,8,14,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,2
1,90000.0,5,7,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,4
1,24420.0,15,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3
1,17500.0,13,4,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2
1,12000.0,10,14,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,3
1,106016.0,34,14,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,3
1,145000.0,36,28,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2
1,80000.0,6,24,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,2
1,47779.0,3,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,3
1,14700.0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1,31348.0,30,15,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
1,200000.0,9,7,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3
1,116000.0,9,27,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,3
0,72000.0,21,9,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,77832.0,42,14,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,3
1,21624.0,7,15,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,2
1,75669.0,14,11,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,3
0,51888.0,13,17,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,2
1,60000.0,15,10,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,2
0,27488.0,11,16,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,3
1,160000.0,16,13,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2
1,150000.0,22,24,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2
